Car_ID,Component,Mileage,Car_Age,Part_Age,Temp_Exposure,Service_Count,Driving_Style,Failed_Next_30_Days
6914,Battery,19374,11.5,438,36.9,10,Aggressive,Yes
6915,Battery,103771,6.6,531,31.1,8,Aggressive,Yes
6916,Engine,155894,4.6,224,38.4,7,Moderate,Yes
6917,Battery,162003,8.8,54,46.2,5,Moderate,Yes
6918,Engine,63068,13.7,13,33.8,2,Moderate,Yes
6919,Engine,161520,10.4,20,29.1,7,Moderate,Yes
6920,Battery,92479,1.2,432,40.4,6,Moderate,Yes
6921,Brakes,166042,11.7,659,49.0,0,Conservative,Yes
6922,Brakes,114046,13.1,518,46.0,2,Aggressive,Yes
6923,Battery,57626,1.6,255,20.5,6,Aggressive,No
6924,Brakes,26796,9.0,898,21.1,6,Conservative,No
6925,Engine,74552,6.3,257,30.2,1,Conservative,No
6926,Engine,88963,14.7,160,45.0,2,Conservative,Yes
6927,Engine,47857,4.0,577,32.3,1,Moderate,Yes
6928,Engine,176727,5.0,347,28.9,2,Moderate,Yes
6929,Engine,54776,5.0,32,24.5,2,Conservative,No
6930,Engine,13952,1.4,205,23.9,8,Conservative,No
6931,Engine,152756,10.2,174,27.9,3,Moderate,Yes
6932,Brakes,138006,8.9,741,48.0,5,Aggressive,Yes
6933,Brakes,94597,14.6,129,39.1,7,Moderate,Yes
6934,Battery,192539,8.3,427,42.1,6,Moderate,Yes
6935,Brakes,166259,13.2,479,37.4,5,Aggressive,Yes
6936,Battery,10911,8.7,10,39.3,0,Conservative,Yes
6937,Engine,72254,6.3,141,34.6,3,Aggressive,Yes
6938,Battery,120905,7.6,751,24.9,1,Moderate,Yes
6939,Engine,122544,3.6,159,28.7,9,Conservative,No
6940,Battery,195517,7.3,475,25.9,2,Conservative,Yes
6941,Brakes,50946,1.9,452,25.0,2,Aggressive,No
6942,Engine,52104,14.2,884,26.7,8,Conservative,Yes
6943,Engine,141098,14.1,343,25.3,2,Aggressive,Yes
6944,Engine,110868,3.0,707,20.8,9,Conservative,Yes
6945,Engine,198506,10.6,294,29.0,2,Moderate,Yes
6946,Engine,58634,9.3,168,27.5,5,Moderate,No
6947,Engine,146944,10.3,670,37.0,9,Conservative,Yes
6948,Brakes,178850,5.9,296,32.4,2,Conservative,Yes
6949,Brakes,59590,3.8,987,33.8,1,Moderate,Yes
6950,Battery,154917,12.5,754,46.5,3,Aggressive,Yes
6951,Battery,143290,10.0,606,31.0,9,Aggressive,Yes
6952,Brakes,15670,5.8,790,21.0,10,Conservative,No
6953,Battery,99201,8.9,380,37.1,0,Conservative,Yes
6954,Engine,100535,12.3,498,23.9,2,Conservative,Yes
6955,Engine,13672,1.1,14,36.8,1,Conservative,No
6956,Battery,168073,12.4,525,44.8,6,Conservative,Yes
6957,Battery,198506,9.8,368,25.0,9,Aggressive,Yes
6958,Engine,106136,14.4,399,46.1,0,Conservative,Yes
6959,Battery,159782,2.9,868,24.2,10,Aggressive,Yes
6960,Battery,44127,10.5,387,44.1,10,Conservative,Yes
6961,Brakes,37080,12.1,773,40.0,5,Moderate,Yes
6962,Engine,181270,5.2,83,24.3,10,Moderate,Yes
6963,Brakes,143011,1.4,672,48.0,4,Aggressive,Yes
6964,Brakes,115459,5.2,46,27.5,6,Moderate,Yes
6965,Battery,95172,11.6,742,24.7,6,Moderate,Yes
6966,Brakes,68961,3.0,427,39.0,4,Aggressive,Yes
6967,Engine,192318,10.3,926,45.2,3,Moderate,Yes
6968,Engine,196452,4.7,823,23.6,9,Aggressive,Yes
6969,Battery,149852,4.5,942,20.9,5,Aggressive,Yes
6970,Engine,58846,3.3,382,24.9,6,Moderate,No
6971,Brakes,126448,4.9,572,33.9,6,Moderate,Yes
6972,Brakes,109964,5.1,177,35.2,10,Aggressive,Yes
6973,Brakes,17841,7.4,91,42.0,1,Conservative,Yes
6974,Engine,87155,15.0,306,35.7,0,Moderate,Yes
6975,Brakes,87938,14.2,117,23.4,8,Moderate,Yes
6976,Brakes,181156,1.3,296,27.7,1,Aggressive,Yes
6977,Brakes,26182,7.2,725,25.8,1,Conservative,No
6978,Battery,159426,3.4,41,28.5,9,Aggressive,Yes
6979,Battery,85802,1.8,281,22.6,1,Aggressive,No
6980,Battery,20512,10.4,291,40.6,3,Aggressive,Yes
6981,Battery,107116,12.0,232,22.6,8,Conservative,Yes
6982,Battery,20196,6.4,25,43.1,7,Moderate,No
6983,Battery,40412,4.7,243,30.4,1,Moderate,No
6984,Battery,15510,8.9,133,28.0,2,Moderate,No
6985,Battery,23566,10.6,76,30.3,3,Conservative,No
6986,Engine,97806,2.7,91,47.2,6,Aggressive,Yes
6987,Battery,35222,4.6,779,31.1,3,Moderate,Yes
6988,Battery,37535,10.1,441,48.9,0,Conservative,Yes
6989,Brakes,140785,3.6,335,30.4,1,Conservative,Yes
6990,Engine,140878,13.6,201,24.4,7,Aggressive,Yes
6991,Engine,153062,10.1,323,29.6,2,Moderate,Yes
6992,Brakes,145675,7.1,820,21.0,9,Moderate,Yes
6993,Engine,93257,11.7,245,44.4,6,Aggressive,Yes
6994,Engine,162651,11.3,637,37.3,1,Conservative,Yes
6995,Brakes,80487,11.8,36,44.3,9,Conservative,Yes
6996,Engine,198442,13.1,472,48.2,1,Conservative,Yes
6997,Brakes,178529,3.6,543,33.4,4,Conservative,Yes
6998,Brakes,164968,13.1,273,38.7,5,Moderate,Yes
6999,Battery,195517,5.6,55,24.5,6,Moderate,Yes
7000,Battery,73661,8.5,736,33.0,9,Moderate,Yes
7001,Battery,153839,1.9,95,21.1,1,Aggressive,No
7002,Brakes,45565,10.8,489,24.5,4,Aggressive,Yes
7003,Battery,139160,7.6,642,35.5,10,Moderate,Yes
7004,Brakes,27471,1.2,13,35.3,2,Moderate,No
7005,Engine,141941,9.5,238,39.0,1,Conservative,Yes
7006,Engine,60068,11.4,109,49.8,7,Conservative,Yes
7007,Brakes,57262,10.4,820,33.0,1,Conservative,Yes
7008,Engine,14234,2.2,856,49.2,2,Conservative,Yes
7009,Battery,40706,10.5,400,39.3,6,Aggressive,Yes
7010,Brakes,119700,14.3,443,43.3,1,Aggressive,Yes
7011,Engine,186529,4.4,37,42.3,2,Conservative,Yes
7012,Battery,112519,13.6,231,42.7,0,Conservative,Yes
7013,Engine,67289,12.4,619,39.4,5,Aggressive,Yes
7014,Brakes,116011,10.0,515,32.8,5,Moderate,Yes
7015,Brakes,16949,10.1,357,44.9,0,Conservative,Yes
7016,Brakes,67177,1.6,650,38.7,5,Aggressive,Yes
7017,Brakes,142384,12.6,369,49.5,5,Moderate,Yes
7018,Battery,30403,9.2,776,28.6,1,Aggressive,Yes
7019,Battery,27257,6.5,390,20.4,2,Conservative,No
7020,Brakes,163188,9.5,53,33.2,1,Conservative,Yes
7021,Brakes,142318,2.5,929,47.0,9,Conservative,Yes
7022,Battery,146806,4.7,24,27.1,1,Moderate,Yes
7023,Brakes,192330,2.3,131,43.0,6,Moderate,Yes
7024,Engine,191692,15.0,819,21.2,3,Moderate,Yes
7025,Engine,37581,5.7,466,30.6,10,Aggressive,No
7026,Brakes,94473,1.7,561,27.4,8,Moderate,Yes
7027,Engine,162892,1.8,444,34.9,8,Moderate,Yes
7028,Battery,113713,7.6,386,45.6,5,Aggressive,Yes
7029,Engine,77819,10.3,515,28.5,9,Aggressive,Yes
7030,Brakes,37434,3.4,479,36.4,0,Aggressive,Yes
7031,Engine,10558,2.6,265,39.0,0,Conservative,No
7032,Engine,72739,4.6,109,44.4,6,Aggressive,Yes
7033,Brakes,16445,9.1,365,34.7,8,Conservative,No
7034,Battery,39824,13.4,418,22.5,0,Moderate,No
7035,Battery,91901,4.7,623,21.4,3,Conservative,Yes
7036,Brakes,195097,13.5,418,41.5,6,Conservative,Yes
7037,Brakes,54276,14.8,716,45.2,7,Aggressive,Yes
7038,Engine,99254,4.8,673,43.7,0,Aggressive,Yes
7039,Engine,57206,8.3,319,45.5,6,Moderate,Yes
7040,Brakes,47254,13.6,734,35.9,5,Moderate,Yes
7041,Battery,75581,13.2,649,37.3,3,Aggressive,Yes
7042,Battery,81939,5.9,907,38.2,1,Conservative,Yes
7043,Engine,151844,5.1,461,32.3,10,Moderate,Yes
7044,Engine,197721,12.9,695,40.3,7,Aggressive,Yes
7045,Brakes,179332,1.5,875,21.9,5,Moderate,Yes
7046,Brakes,132642,9.4,463,31.8,3,Aggressive,Yes
7047,Engine,181422,4.6,737,37.2,0,Aggressive,Yes
7048,Brakes,53500,10.0,560,48.1,5,Aggressive,Yes
7049,Battery,114725,11.1,684,22.4,1,Aggressive,Yes
7050,Battery,138958,6.6,14,44.6,9,Moderate,Yes
7051,Engine,109115,14.2,447,46.2,8,Conservative,Yes
7052,Brakes,51960,10.9,142,42.1,6,Moderate,Yes
7053,Brakes,67287,8.8,347,27.5,10,Aggressive,Yes
7054,Battery,199241,5.1,354,20.5,3,Conservative,Yes
7055,Engine,148151,13.4,213,42.4,6,Moderate,Yes
7056,Engine,147147,2.7,273,28.8,8,Moderate,No
7057,Engine,168602,11.0,822,29.9,3,Aggressive,Yes
7058,Brakes,68440,13.1,362,39.9,3,Aggressive,Yes
7059,Battery,167528,12.2,116,38.5,4,Conservative,Yes
7060,Battery,145367,6.9,33,22.3,0,Conservative,No
7061,Brakes,69216,13.8,254,47.9,4,Moderate,Yes
7062,Brakes,148363,3.1,671,42.3,5,Moderate,Yes
7063,Brakes,64718,3.8,518,36.8,1,Moderate,Yes
7064,Brakes,90626,3.0,368,20.7,4,Aggressive,No
7065,Engine,22012,12.5,619,30.7,10,Aggressive,Yes
7066,Engine,126204,8.1,467,33.4,5,Moderate,Yes
7067,Battery,59836,14.6,336,34.5,10,Conservative,Yes
7068,Battery,196903,1.8,235,31.8,7,Aggressive,Yes
7069,Battery,27815,4.8,269,34.2,1,Moderate,No
7070,Engine,123914,11.3,163,38.5,6,Moderate,Yes
7071,Brakes,82155,8.1,797,43.8,2,Conservative,Yes
7072,Engine,119202,5.2,360,22.3,8,Aggressive,Yes
7073,Brakes,104813,11.4,495,26.1,6,Aggressive,Yes
7074,Battery,17728,2.1,695,27.6,1,Conservative,No
7075,Battery,90366,1.4,753,21.8,9,Aggressive,Yes
7076,Brakes,143890,12.1,936,45.5,5,Conservative,Yes
7077,Battery,43136,7.2,265,38.8,8,Moderate,Yes
7078,Battery,96110,4.6,147,26.7,7,Aggressive,Yes
7079,Engine,60663,7.3,684,46.3,2,Conservative,Yes
7080,Engine,119615,12.5,826,44.4,6,Moderate,Yes
7081,Engine,185014,6.3,380,31.7,7,Moderate,Yes
7082,Battery,186740,12.5,24,27.0,4,Conservative,Yes
7083,Brakes,160055,4.5,469,30.8,5,Moderate,Yes
7084,Brakes,88223,9.8,183,25.4,0,Conservative,Yes
7085,Engine,96951,4.6,276,34.8,6,Moderate,Yes
7086,Brakes,193055,3.8,687,49.4,0,Aggressive,Yes
7087,Brakes,181719,7.6,801,40.7,9,Aggressive,Yes
7088,Engine,81449,13.0,533,36.2,2,Conservative,Yes
7089,Battery,190777,8.2,287,39.5,10,Moderate,Yes
7090,Engine,162830,9.7,688,34.0,3,Conservative,Yes
7091,Battery,56331,12.2,72,24.7,4,Conservative,No
7092,Battery,193207,6.9,547,31.6,10,Conservative,Yes
7093,Brakes,176794,9.7,562,41.4,6,Aggressive,Yes
7094,Battery,182273,3.4,179,29.2,7,Aggressive,Yes
7095,Battery,154145,7.4,501,43.5,8,Aggressive,Yes
7096,Battery,42137,12.7,423,24.7,7,Aggressive,Yes
7097,Battery,32492,4.3,550,41.7,3,Aggressive,Yes
7098,Brakes,177721,14.7,937,22.3,1,Moderate,Yes
7099,Brakes,41532,6.9,328,42.4,10,Moderate,Yes
7100,Brakes,147028,11.1,668,42.0,7,Moderate,Yes
7101,Brakes,29922,8.0,194,29.4,9,Conservative,No
7102,Engine,77537,7.9,677,49.3,8,Moderate,Yes
7103,Brakes,129497,2.4,872,33.3,10,Moderate,Yes
7104,Brakes,104190,7.4,154,30.0,8,Moderate,Yes
7105,Engine,92692,15.0,621,35.1,0,Conservative,Yes
7106,Engine,68380,11.9,254,27.5,4,Aggressive,Yes
7107,Battery,35135,14.5,364,46.3,8,Aggressive,Yes
7108,Engine,156111,2.6,589,30.0,7,Aggressive,Yes
7109,Engine,128213,12.5,455,33.7,10,Moderate,Yes
7110,Brakes,61752,12.6,129,26.3,6,Moderate,Yes
7111,Brakes,61496,3.7,921,28.9,5,Moderate,No
7112,Engine,104566,4.4,721,47.5,2,Conservative,Yes
7113,Engine,52073,5.7,317,40.9,7,Moderate,Yes
7114,Brakes,28090,5.1,612,40.1,5,Conservative,No
7115,Battery,133529,1.6,107,41.1,7,Aggressive,Yes
7116,Brakes,182476,11.2,388,36.6,2,Aggressive,Yes
7117,Battery,66728,5.6,389,31.7,3,Moderate,No
7118,Brakes,143770,8.2,832,49.5,3,Moderate,Yes
7119,Engine,119931,9.9,862,29.0,10,Moderate,Yes
7120,Brakes,143105,13.3,41,39.9,3,Aggressive,Yes
7121,Battery,60563,8.9,658,20.8,0,Moderate,Yes
7122,Brakes,87208,3.1,634,45.9,1,Aggressive,Yes
7123,Engine,79823,7.3,989,26.4,10,Moderate,Yes
7124,Brakes,183985,7.8,931,25.1,9,Conservative,Yes
7125,Brakes,135863,2.9,131,22.8,0,Aggressive,No
7126,Brakes,165201,9.6,206,37.6,9,Aggressive,Yes
7127,Engine,184711,14.3,703,49.3,9,Moderate,Yes
7128,Battery,121623,2.1,582,49.6,0,Conservative,Yes
7129,Battery,144442,1.5,253,21.1,0,Aggressive,No
7130,Battery,188822,14.8,286,46.1,8,Aggressive,Yes
7131,Brakes,62577,2.7,900,47.1,3,Aggressive,Yes
7132,Battery,139394,4.7,200,23.1,1,Aggressive,No
7133,Battery,79747,9.0,644,38.9,10,Conservative,Yes
7134,Brakes,31496,11.6,495,37.9,1,Conservative,Yes
7135,Brakes,182477,1.7,895,22.0,6,Moderate,Yes
7136,Brakes,119129,5.4,726,37.1,0,Moderate,Yes
7137,Battery,152090,9.9,815,31.9,9,Aggressive,Yes
7138,Engine,120243,12.5,23,23.2,1,Moderate,Yes
7139,Brakes,66803,14.9,436,20.5,6,Moderate,Yes
7140,Battery,105399,9.8,210,39.7,9,Moderate,Yes
7141,Engine,10781,12.9,433,21.0,1,Moderate,Yes
7142,Engine,175336,14.8,820,20.9,3,Aggressive,Yes
7143,Battery,123258,11.4,959,29.2,8,Conservative,Yes
7144,Brakes,179571,14.5,849,49.1,0,Moderate,Yes
7145,Battery,21327,4.7,292,36.5,5,Moderate,No
7146,Engine,189084,6.7,759,26.3,4,Aggressive,Yes
7147,Brakes,128087,11.6,698,48.6,4,Aggressive,Yes
7148,Brakes,158306,3.9,213,37.0,10,Aggressive,Yes
7149,Brakes,161823,2.0,415,44.4,6,Moderate,Yes
7150,Engine,173701,13.1,378,24.7,8,Moderate,Yes
7151,Battery,149104,13.3,53,27.8,3,Conservative,Yes
7152,Brakes,13672,1.5,821,35.4,10,Conservative,No
7153,Engine,95606,11.8,816,36.2,10,Moderate,Yes
7154,Engine,169577,11.0,993,36.3,3,Moderate,Yes
7155,Battery,133598,3.9,94,24.6,5,Conservative,No
7156,Battery,158601,10.0,323,35.6,3,Conservative,Yes
7157,Battery,146446,7.4,574,22.3,3,Moderate,Yes
7158,Brakes,165327,5.9,679,23.5,4,Aggressive,Yes
7159,Brakes,28847,8.7,258,41.3,6,Aggressive,Yes
7160,Engine,10617,1.5,292,35.4,5,Moderate,No
7161,Brakes,182273,2.5,880,43.1,2,Conservative,Yes
7162,Battery,142733,14.0,18,46.2,9,Moderate,Yes
7163,Engine,93447,5.6,264,41.0,6,Aggressive,Yes
7164,Battery,123079,2.1,285,23.0,2,Conservative,No
7165,Brakes,157844,8.6,72,21.9,0,Conservative,Yes
7166,Engine,41760,5.7,612,27.7,7,Moderate,Yes
7167,Engine,90715,8.2,249,24.7,0,Conservative,Yes
7168,Battery,45526,14.0,431,44.4,2,Aggressive,Yes
7169,Battery,197263,8.9,538,22.6,10,Aggressive,Yes
7170,Engine,53174,10.9,234,49.3,0,Aggressive,Yes
7171,Brakes,110019,5.7,387,38.8,6,Conservative,Yes
7172,Engine,58957,4.1,754,39.4,3,Moderate,Yes
7173,Engine,86921,4.4,298,31.8,2,Aggressive,No
7174,Engine,137576,4.7,627,39.3,5,Aggressive,Yes
7175,Brakes,159789,11.9,23,30.3,9,Moderate,Yes
7176,Brakes,80864,3.3,666,22.1,8,Aggressive,Yes
7177,Battery,126814,7.9,97,20.8,8,Moderate,Yes
7178,Battery,42063,14.3,862,48.1,9,Aggressive,Yes
7179,Battery,130735,13.7,596,35.3,1,Moderate,Yes
7180,Engine,154653,5.4,375,41.5,5,Aggressive,Yes
7181,Battery,74701,9.8,153,24.1,7,Aggressive,Yes
7182,Battery,47106,4.7,547,34.4,10,Conservative,Yes
7183,Brakes,25655,10.3,33,46.7,9,Aggressive,Yes
7184,Battery,55176,6.4,803,23.2,10,Aggressive,No
7185,Engine,18585,5.4,353,45.2,8,Aggressive,No
7186,Engine,37968,5.1,991,42.9,6,Aggressive,Yes
7187,Engine,25874,4.1,914,24.2,1,Aggressive,Yes
7188,Engine,39654,4.0,298,32.7,4,Aggressive,Yes
7189,Engine,131889,10.0,524,40.3,10,Aggressive,Yes
7190,Battery,98032,10.3,641,24.1,2,Moderate,Yes
7191,Engine,183170,2.8,64,42.2,9,Moderate,Yes
7192,Brakes,134002,9.6,763,49.0,7,Conservative,Yes
7193,Battery,186123,9.3,673,43.4,1,Aggressive,Yes
7194,Engine,127396,10.7,815,28.7,9,Moderate,Yes
7195,Brakes,127237,10.9,204,26.5,6,Conservative,Yes
7196,Engine,126101,2.6,118,38.5,4,Moderate,Yes
7197,Brakes,103370,9.9,141,21.4,1,Aggressive,No
7198,Battery,12153,11.3,155,23.9,5,Conservative,No
7199,Brakes,68562,4.3,744,47.3,3,Conservative,Yes
7200,Battery,70895,4.0,426,46.8,1,Moderate,Yes
7201,Brakes,172910,13.3,492,29.2,4,Moderate,Yes
7202,Engine,137857,2.6,628,49.9,9,Moderate,Yes
7203,Engine,40855,6.2,568,47.1,2,Aggressive,Yes
7204,Engine,139687,2.6,672,31.1,8,Moderate,Yes
7205,Battery,89016,2.8,422,46.1,4,Moderate,Yes
7206,Brakes,199087,14.7,738,31.3,9,Aggressive,Yes
7207,Battery,131028,10.1,518,30.4,0,Conservative,Yes
7208,Battery,179380,10.7,652,22.0,7,Conservative,Yes
7209,Battery,83162,1.7,169,42.0,4,Conservative,No
7210,Engine,82399,5.3,246,33.2,3,Moderate,Yes
7211,Engine,85128,5.3,783,31.9,7,Aggressive,Yes
7212,Brakes,29928,6.7,548,25.1,7,Conservative,No
7213,Engine,87554,12.5,484,28.6,6,Moderate,Yes
7214,Brakes,86463,6.2,138,33.9,3,Conservative,No
7215,Brakes,176201,10.0,665,35.5,8,Aggressive,Yes
7216,Battery,95745,13.0,133,44.6,5,Moderate,Yes
7217,Brakes,102248,5.8,458,37.9,10,Aggressive,Yes
7218,Brakes,198529,1.9,924,33.3,0,Moderate,Yes
7219,Battery,98444,14.6,37,49.7,1,Moderate,Yes
7220,Battery,37349,3.1,186,48.8,9,Aggressive,Yes
7221,Engine,160654,9.8,375,31.5,2,Moderate,Yes
7222,Battery,99634,12.0,947,38.8,5,Aggressive,Yes
7223,Battery,176370,8.4,451,29.6,10,Moderate,Yes
7224,Engine,80690,4.0,325,24.6,2,Aggressive,Yes
7225,Engine,23444,4.9,13,32.6,9,Moderate,No
7226,Engine,129959,3.3,358,24.7,0,Conservative,Yes
7227,Battery,144623,7.5,58,38.7,7,Aggressive,Yes
7228,Battery,18794,1.8,254,49.7,1,Conservative,No
7229,Battery,198919,12.8,647,25.9,2,Aggressive,Yes
7230,Engine,120749,11.2,52,31.9,9,Moderate,Yes
7231,Engine,186429,11.1,353,47.5,8,Moderate,Yes
7232,Battery,43188,4.0,266,37.4,4,Aggressive,Yes
7233,Brakes,17144,12.2,823,46.7,2,Aggressive,Yes
7234,Battery,138889,6.7,44,28.9,6,Aggressive,Yes
7235,Engine,35320,12.7,132,40.9,7,Moderate,Yes
7236,Battery,133935,9.3,193,46.7,6,Aggressive,Yes
7237,Battery,102706,4.3,982,28.1,3,Moderate,Yes
7238,Engine,18599,7.9,57,47.1,3,Aggressive,Yes
7239,Engine,129388,7.4,179,24.3,7,Moderate,Yes
7240,Brakes,97156,13.8,590,25.8,6,Moderate,Yes
7241,Engine,151750,11.2,43,22.5,6,Conservative,Yes
7242,Brakes,148881,7.3,228,47.2,8,Aggressive,Yes
7243,Engine,64162,1.5,368,25.2,9,Aggressive,No
7244,Engine,148839,4.1,956,49.0,2,Aggressive,Yes
7245,Battery,21596,4.8,824,35.7,0,Moderate,Yes
7246,Brakes,59051,4.7,573,40.4,6,Conservative,Yes
7247,Engine,83070,12.8,958,48.0,2,Moderate,Yes
7248,Brakes,106057,5.5,328,23.9,9,Aggressive,Yes
7249,Brakes,159633,7.6,145,23.6,4,Conservative,Yes
7250,Brakes,111063,9.6,772,42.7,4,Moderate,Yes
7251,Engine,23226,3.1,635,45.7,10,Conservative,Yes
7252,Battery,79084,5.1,611,42.4,4,Aggressive,Yes
7253,Engine,53766,9.7,434,33.8,0,Moderate,Yes
7254,Battery,118410,11.9,861,25.1,7,Aggressive,Yes
7255,Battery,114068,10.3,800,29.8,6,Aggressive,Yes
7256,Battery,32654,2.2,617,20.9,6,Moderate,No
7257,Battery,71687,3.5,200,40.2,7,Conservative,Yes
7258,Engine,30168,12.4,530,30.1,2,Moderate,Yes
7259,Engine,188669,7.4,825,49.0,1,Moderate,Yes
7260,Engine,48229,2.8,878,38.2,5,Aggressive,Yes
7261,Engine,154692,7.2,819,45.8,6,Aggressive,Yes
7262,Battery,188162,7.8,173,40.1,5,Conservative,Yes
7263,Brakes,71748,7.1,24,35.0,8,Aggressive,Yes
7264,Brakes,84090,1.7,215,42.0,3,Moderate,Yes
7265,Battery,176595,2.6,863,39.0,2,Moderate,Yes
7266,Battery,110281,10.0,34,36.3,0,Moderate,Yes
7267,Battery,98054,4.3,35,21.5,2,Moderate,No
7268,Battery,13544,9.6,718,32.3,0,Moderate,Yes
7269,Engine,172212,3.2,46,27.0,3,Moderate,No
7270,Battery,47227,10.6,231,44.1,4,Moderate,Yes
7271,Battery,159091,4.2,189,38.9,10,Moderate,Yes
7272,Brakes,141937,9.7,905,37.1,4,Aggressive,Yes
7273,Battery,43020,9.6,756,41.9,3,Moderate,Yes
7274,Brakes,66168,3.0,326,20.9,7,Aggressive,No
7275,Brakes,32406,11.9,641,44.9,9,Conservative,Yes
7276,Brakes,119169,13.9,690,35.0,9,Conservative,Yes
7277,Engine,167233,8.5,751,21.9,0,Conservative,Yes
7278,Battery,199576,3.5,160,49.9,4,Moderate,Yes
7279,Engine,136852,6.0,275,24.1,7,Aggressive,Yes
7280,Brakes,194480,11.0,505,25.4,2,Aggressive,Yes
7281,Battery,72419,3.0,61,43.3,6,Conservative,No
7282,Engine,58733,8.9,939,33.3,5,Aggressive,Yes
7283,Brakes,113450,5.7,729,49.7,1,Moderate,Yes
7284,Battery,55479,11.8,313,45.0,5,Aggressive,Yes
7285,Brakes,121472,7.0,748,20.1,5,Moderate,Yes
7286,Engine,178141,9.0,414,42.3,7,Aggressive,Yes
7287,Engine,144227,2.2,944,46.9,10,Aggressive,Yes
7288,Engine,160300,2.7,736,22.6,4,Moderate,Yes
7289,Battery,24213,11.9,969,26.5,9,Conservative,Yes
7290,Brakes,99186,15.0,816,21.9,6,Moderate,Yes
7291,Battery,180080,13.2,373,38.6,9,Aggressive,Yes
7292,Brakes,109376,15.0,432,37.6,6,Aggressive,Yes
7293,Engine,61724,6.3,323,37.2,9,Moderate,Yes
7294,Battery,71471,7.3,14,42.1,3,Conservative,Yes
7295,Engine,87793,9.5,882,32.5,6,Aggressive,Yes
7296,Battery,133043,11.7,735,47.0,2,Aggressive,Yes
7297,Engine,188186,5.2,1000,39.4,9,Moderate,Yes
7298,Brakes,34286,10.4,904,44.1,9,Aggressive,Yes
7299,Battery,126328,3.9,474,29.8,0,Conservative,Yes
7300,Battery,151675,4.3,582,29.8,8,Conservative,Yes
7301,Engine,134244,2.4,315,29.4,5,Aggressive,No
7302,Battery,180442,7.0,216,49.5,4,Aggressive,Yes
7303,Battery,30407,9.5,996,39.0,1,Moderate,Yes
7304,Engine,101288,4.7,653,22.6,5,Moderate,No
7305,Engine,73729,14.1,658,35.2,2,Moderate,Yes
7306,Battery,117522,8.6,997,24.2,10,Aggressive,Yes
7307,Brakes,44852,9.0,670,37.8,4,Moderate,Yes
7308,Brakes,20893,3.4,534,47.9,5,Moderate,Yes
7309,Brakes,119476,9.0,713,49.4,9,Conservative,Yes
7310,Engine,121993,11.4,388,48.2,9,Conservative,Yes
7311,Battery,94474,4.5,438,30.2,3,Aggressive,No
7312,Battery,39092,12.0,434,34.0,4,Moderate,Yes
7313,Engine,122550,12.6,336,28.2,3,Moderate,Yes
7314,Battery,185162,12.1,861,27.1,7,Aggressive,Yes
7315,Brakes,78068,7.8,437,38.2,5,Aggressive,Yes
7316,Engine,38316,7.3,551,44.5,9,Moderate,Yes
7317,Brakes,190215,6.4,798,33.5,9,Moderate,Yes
7318,Engine,23795,4.8,577,32.9,9,Aggressive,Yes
7319,Engine,179046,6.3,464,36.6,10,Moderate,Yes
7320,Brakes,156328,6.4,274,34.7,4,Aggressive,Yes
7321,Engine,169261,12.5,663,30.9,3,Aggressive,Yes
7322,Battery,95512,12.2,276,31.7,1,Moderate,Yes
7323,Brakes,71334,8.6,760,47.1,4,Aggressive,Yes
7324,Battery,42951,12.8,498,30.1,5,Moderate,Yes
7325,Brakes,175742,1.8,311,22.7,2,Moderate,No
7326,Engine,171615,5.9,211,32.3,0,Aggressive,Yes
7327,Brakes,94443,3.2,783,35.7,3,Aggressive,Yes
7328,Engine,171937,9.7,447,34.6,3,Moderate,Yes
7329,Battery,150451,10.8,697,30.9,9,Aggressive,Yes
7330,Battery,132195,6.7,534,30.9,6,Conservative,Yes
7331,Brakes,48805,3.0,739,39.4,4,Aggressive,Yes
7332,Battery,61419,6.9,190,35.1,1,Aggressive,Yes
7333,Engine,124614,6.2,227,49.0,5,Conservative,Yes
7334,Battery,61189,9.5,957,31.1,0,Moderate,Yes
7335,Brakes,171306,5.7,807,39.7,9,Moderate,Yes
7336,Engine,26027,9.5,758,33.9,2,Conservative,Yes
7337,Brakes,174592,4.9,467,37.4,9,Moderate,Yes
7338,Engine,91849,13.6,731,23.6,2,Aggressive,Yes
7339,Battery,199323,13.2,905,21.0,6,Moderate,Yes
7340,Engine,91600,13.7,573,48.6,5,Moderate,Yes
7341,Battery,15921,14.3,388,24.8,10,Conservative,No
7342,Brakes,131960,14.9,819,20.6,5,Moderate,Yes
7343,Battery,109709,14.1,829,44.4,0,Moderate,Yes
7344,Brakes,125752,9.0,632,34.7,1,Conservative,Yes
7345,Brakes,17381,6.5,681,30.6,1,Conservative,No
7346,Engine,137838,3.4,829,49.0,4,Moderate,Yes
7347,Brakes,20945,4.8,739,42.2,7,Aggressive,Yes
7348,Brakes,49726,2.9,611,24.3,5,Aggressive,No
7349,Engine,172053,1.4,193,37.6,5,Aggressive,Yes
7350,Brakes,34554,5.3,272,47.1,7,Aggressive,Yes
7351,Engine,195674,5.9,389,29.7,3,Moderate,Yes
7352,Brakes,172013,1.4,637,48.8,7,Moderate,Yes
7353,Battery,92131,6.3,567,28.5,2,Moderate,Yes
7354,Engine,74390,11.9,881,39.0,8,Moderate,Yes
7355,Battery,99823,1.9,950,21.3,4,Conservative,Yes
7356,Engine,156578,2.9,101,26.3,1,Moderate,No
7357,Battery,183493,11.8,270,39.8,4,Conservative,Yes
